Title,Year,IMDB rating,Metascore,Votes,Description,Type
Powtórnie narodzony,(2012),7.4,34        ,14785,"
    A mother brings her teenage son to Sarajevo, where his father died in the Bosnian conflict years ago.","
Drama, Romance, War            "
Wszyscy wygrywaja,(2011),7.1,75        ,51757,"
    A struggling lawyer and volunteer wrestling coach's chicanery comes back to haunt him when the teenage grandson of the client he has double-crossed comes into his life.","
Comedy, Drama, Sport            "
Black or White,(2014),6.6,45        ,10767,"
    A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.","
Drama            "
Feniks,(2014),7.3,89        ,14863,"
    A disfigured Holocaust survivor sets out to determine if the man she loved betrayed her trust.","
Drama, History, Music            "
Pustka,(2010),6.8,75        ,12833,"
    Samuel, a male nurse, saves the life of a thief whose henchmen take Samuel's wife hostage and force him to spring their boss.","
Action, Crime, Drama            "
Breaking the Girls,(2012),5.1,42        ,3144,"
    Sara, a college student who was slandered by a classmate, finds herself framed for murder by Alex, who initially proposed the perfect, untraceable crime.","
Crime, Thriller            "
Interwencja,(2016),6.0,57        ,5275,"
    A weekend getaway for four couples takes a sharp turn when one of the couples discovers the entire trip was orchestrated to host an intervention on their marriage.","
Comedy, Drama            "
Being Charlie,(2015),6.3,47        ,3617,"
    A would-be governor's addicted son goes down the long, rough road of rehab, fighting against recovery every inch of the way.","
Drama, Romance            "
Earth to Echo,(2014),5.8,53        ,17702,"
    After receiving a bizarre series of encrypted messages, a group of kids embark on an adventure with an alien who needs their help.","
Adventure, Family, Sci-Fi            "
The Galapagos Affair: Satan Came to Eden,(2013),6.7,69        ,1216,"
    About a series of unsolved disappearances on the Galapagos Island of Floreana in the 1930s.","
Documentary, Biography, Crime            "
Prawda o Emanuel,(2013),6.0,41        ,8141,"
    A troubled girl becomes preoccupied with her mysterious new neighbor, who bears a striking resemblance to her dead mother.","
Drama, Thriller            "
A Boy. A Girl. A Dream.,(2018),4.6,65        ,238,"
    On the night of the 2016 Presidential election, Cass, an L.A. club promoter, takes a thrilling and emotional journey with Frida, a Midwestern visitor. She challenges him to revisit his broken dreams - while he pushes her to discover hers.","
Romance            "
Witajcie u mnie,(2014),5.9,69        ,17358,"
    When Alice Klieg wins the Mega-Millions lottery, she immediately quits her psychiatric meds and buys her own talk show.","
Comedy, Drama            "
Stacja szyfrujaca,(2013),5.6,39        ,18426,"
    A disgraced black ops agent is dispatched to a remote CIA broadcast station to protect a code operator. Soon, they find themselves in a life-or-death struggle to stop a deadly plot before it's too late.","
Action, Thriller            "
Tenemos la carne,(2016),4.7,62        ,1825,"
    After wandering a ruined city for years in search of food and shelter, two siblings find their way into one of the last remaining buildings. Inside, they find a man who will make them a dangerous offer to survive the outside world.","
Drama, Fantasy, Horror            "
Effie Gray,(2014),5.9,54        ,3717,"
    A look at the scandalous love triangle between Victorian art critic John Ruskin, his teenage bride Effie Gray, and Pre-Raphaelite painter John Everett Millais.","
Biography, Drama, Romance            "
Mandarynki,(2013),8.2,73        ,33904,"
    In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.","
Drama, War            "
Firecrackers,(2018),6.1,80        ,301,"
    A teenage girl and her friend run into problems when they plan to leave town.","
Drama            "
Opowiesc o milosci i mroku,(2015),6.0,55        ,3104,"
    The story of Amos Oz's youth, set against the backdrop of the end of the British Mandate for Palestine and the early years of the State of Israel. The film details the young man's relationship with his mother and his beginnings as a writer, while looking at what happens when the stories we tell become the stories we live.","
Biography, Drama, History            "
"Wujek Boonmee, który potrafi przywolac swoje poprzednie wcielenia",(2010),6.7,87        ,11909,"
    Dying of kidney disease, a man spends his last, somber days with family, including the ghost of his wife and a forest spirit who used to be his son, on a rural northern Thailand farm.","
Drama, Fantasy            "
Przemiana,(2017),5.2,69        ,874,"
    Laura is drawn into a supernatural battle with an ancient spirit who threatens her family.","
Thriller            "
Casa de mi Padre,(2012),5.5,52        ,19257,"
    Scheming on a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.","
Comedy, Western            "
Fokstrot,(2017),7.4,88        ,5108,"
    A troubled family must face the facts when something goes terribly wrong at their son's desolate military post.","
Drama            "
Outside In,(2017),6.6,76        ,2058,"
    An ex-con struggling to readjust to life in his small town forms an intense bond with his former high school teacher.","
Drama            "
"Morze Pólnocne, Teksas",(2011),7.2,63        ,7593,"
    A teenage boy's search for love finds him fixated on a boy who lives nearby.","
Drama, Romance            "
Stella's Last Weekend,(2018),6.3,60        ,483,"
    STELLA'S LAST WEEKEND is the story of two brothers whose relationship is challenged when they find they are in love with the same girl, but it is also about the unshakable bond between them.","
Comedy, Romance            "
Downrange,(2017),5.4,42        ,3524,"
    Stranded at the side of the road after a tire blowout, a group of friends become targets for an enigmatic sniper.","
Action, Horror, Thriller            "
All Creatures Here Below,(2018),5.7,67        ,281,"
    A desperate young couple on the run seek refuge in Kansas City.","
Drama            "
Strange Weather,(2016),5.9,57        ,857,"
    A poignant, lyrical drama about a mother (Hunter), who, in an effort to deal with the grief over the death of her son, travels the back roads of the deep south to settle a score. A story of...                See full summary »
","
Adventure, Drama            "
Matki w mackach Marsa,(2011),5.4,49        ,19950,"
    A young boy named Milo gains a deeper appreciation for his mom after Martians come to Earth to take her away.","
Animation, Action, Adventure            "
Najlepsza z wysp,(2017),5.7,73        ,2479,"
    Most Beautiful Island is a chilling portrait of an undocumented young woman's struggle for survival as she finds redemption from a tortured past in a dangerous game.","
Drama, Horror, Thriller            "
Journey to the West: Demon Chapter,(2017),5.4,59        ,2393,"
    A monk and his three disciples continue on their journey to battle demons.","
Adventure, Comedy, Fantasy            "
Woodlawn,(2015),6.5,57        ,6134,"
    A gifted high school football player must learn to embrace his talent and his faith as he battles racial tensions on and off the field.","
Drama, Sport            "
Na zawsze twoja,(2013),5.7,36        ,3623,"
    A romantic drama set in Germany just before WWI and centered on a married woman who falls in love with her husband's protégé. Separated first by duties and then by the war, they pledge their devotion to one another.","
Drama, Romance            "
Zjawy,(2012),4.1,18        ,18192,"
    A couple is haunted by a supernatural presence that is unleashed during a college experiment.","
Horror, Thriller            "
Srodki nadzwyczajne,(2010),6.4,45        ,15738,"
    A drama centered on the efforts of John and Aileen Crowley to find a researcher who might have a cure for their two children's rare genetic disorder.","
Drama            "
Mosiezny imbryk,(2012),6.4,43        ,13867,"
    When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.","
Comedy, Fantasy, Thriller            "
Z innego swiata,(2016),6.7,40        ,4640,"
    In 1950s France, Gabrielle is a passionate, free-spirited woman who is in a loveless marriage and falls for another man when she is sent away to the Alps to treat her kidney stones. Gabrielle yearns to free herself and run away with André.","
Drama, Romance            "
Casanova po przejsciach,(2013),6.2,58        ,22585,"
    Fioravante decides to become a professional Don Juan as a way of making money to help his cash-strapped friend, Murray. With Murray acting as his ""manager"", the duo quickly finds themselves caught up in the crosscurrents of love and money.","
Comedy            "
Do nieba,(2014),5.3,34        ,3043,"
    A struggling mother encounters the son she abandoned 20 years earlier.","
Drama            "
The Wilde Wedding,(2017),5.0,31        ,1492,"
    A retired film star's wedding to her fourth husband brings chaos when their families (and her ex-husband) show up for the festivities.","
Comedy, Romance            "
Szanghaj,(2010),6.4,36        ,8759,"
    A '40s period piece which revolves around an American expat who returns to Shanghai in the months before Pearl Harbor due to the death of his friend.","
Crime, Drama, Mystery            "
Razem czy osobno?,(2014),5.8,38        ,11699,"
    A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.","
Comedy, Drama, Romance            "
Feralna noc,(2014),5.2,28        ,15591,"
    A criminal bides his time at a seedy motel, waiting for his boss after killing several men and making away with a mystery bag.","
Crime, Drama, Thriller            "
The Remaining,(2014),4.3,38        ,6362,"
    Friends gather at a wedding, but the celebration is shattered by terrifying apocalyptic events forcing them to examine life, love and faith as they must choose between redemption and survival.","
Drama, Horror, Mystery            "
Poprzednie zycie,(2015),5.9,43        ,10724,"
    Psychologist Peter Bower's life is thrown into turmoil when he discovers a strange secret about his patients. Risking his own sanity, Peter delves into his past to uncover a terrifying ...                See full summary »
","
Drama, Fantasy, Mystery            "
Cuban Fury,(2014),6.2,52        ,17068,"
    Beneath Bruce Garrett's under-confident, overweight exterior, the passionate heart of a salsa king lies dormant. Now, one woman is about to reignite his Latin fire.","
Comedy, Romance, Sport            "
Realive,(2016),5.9,59        ,4422,"
    Marc will die of cancer and chooses cryogenic freeze and hopes to be thawed, when there's a solution to his condition. He's the first human brought back 68 years later. Can he adapt mentally and physically?","
Drama, Sci-Fi            "
Manglehorn,(2014),5.6,56        ,6616,"
    Left heartbroken by the woman he loved and lost many years ago, Manglehorn, an eccentric small-town locksmith, tries to start his life over again with the help of a new friend.","
Drama            "
Reclaim,(2014),5.1,26        ,5477,"
    A desperate American couple discovers all is not what it seems when they uncover a high-stakes underground scam while traveling abroad. To expose the truth and get back to the U.S., they must risk their lives to save their daughter.","
Action, Crime, Drama            "
Nothing Like a Dame,(2018),7.3,85        ,1334,"
    Dames Judi Dench, Eileen Atkins, Joan Plowright, and Maggie Smith get together for tea to reminisce and discuss their acting careers.","
Documentary            "
Amanda Knox,(2016),6.9,78        ,17657,"
    American exchange student Amanda Knox is convicted and eventually acquitted for the 2007 death of another student in Italy.","
Documentary, Crime            "
Lottery Ticket,(2010),5.0,50        ,10104,"
    Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million.","
Comedy            "
Lottery Ticket,(2010),5.0,50        ,10104,"
    Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million.","
Comedy            "
"Ja, Godard",(2017),6.6,55        ,3674,"
    In 1967, during the making of ""La Chinoise,"" film director Jean-Luc Godard falls in love with 19-year-old actress Anne Wiazemsky and marries her.","
Biography, Comedy, Drama            "
Druga szansa,(2014),6.8,35        ,5081,"
    A conscientious police officer who investigates a violent case of domestic dispute in the squalid apartment of a drug addict has to make the most contemptible decision in his life. Just how far would a parent go to get a second chance?","
Drama, Thriller            "
Ae Dil Hai Mushkil,(2016),5.8,40        ,18738,"
    This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak.","
Drama, Music, Musical            "
"Twarze, plaze",(2017),7.9,94        ,8651,"
    Director Agnes Varda and photographer/muralist J.R. journey through rural France and form an unlikely friendship.","
Documentary            "
Troje na gigancie,(2014),7.1,31        ,12921,"
    A young man with Tourette's Syndrome embarks on a road trip with his recently-deceased mother's ashes.","
Comedy, Drama            "
Czas zaplaty,(2013),6.1,49        ,30674,"
    When a notorious criminal is forced to return to London, it gives a detective one last chance to take down the man he's always been after.","
Action, Crime, Thriller            "
The Canal,(2014),5.8,55        ,12318,"
    A depressed and stressed film archivist finds his sanity crumbling after he is given an old 16mm film reel with footage from a horrific murder that occurred in the early 1900's.","
Horror, Mystery, Thriller            "
Pan Roosevelt,(2017),6.2,73        ,1942,"
    After a loved one falls ill, 25 year old struggling comedian Emily Martin returns to her college town of Austin, Texas and must come to terms with her past while staying with her ex-boyfriend and his new girlfriend.","
Comedy            "
Kill Me Three Times,(2014),5.9,30        ,18384,"
    Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.","
Action, Comedy, Crime            "
Pan Roosevelt,(2017),6.2,73        ,1942,"
    After a loved one falls ill, 25 year old struggling comedian Emily Martin returns to her college town of Austin, Texas and must come to terms with her past while staying with her ex-boyfriend and his new girlfriend.","
Comedy            "
Kill Me Three Times,(2014),5.9,30        ,18384,"
    Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment.","
Action, Comedy, Crime            "
Criminal Activities,(2015),5.8,51        ,7806,"
    Four young men make a risky investment together that puts them in trouble with the mob.","
Crime, Drama, Thriller            "
Nadprzyrodzony pakt,(2012),5.8,54        ,22415,"
    As a woman struggles to come to grips with her past in the wake of her mother's death and the disappearance of her sister, an unsettling presence emerges in her childhood home.","
Horror, Mystery, Thriller            "
Septembers of Shiraz,(2015),6.1,16        ,3392,"
    Prior to the Iranian revolution it was a place where people of all religions were allowed to flourish. This is the story of a prosperous Jewish family who abandon everything before they are consumed by the passions of revolutionaries.","
Thriller            "
Strefa śmierci: Czas rozliczeń,(2015),6.8,73        ,5469,"
    While undercover officer Kit is taken prisoner by the syndicate, he befriends his keeper and discovers an organ trafficking ring.","
Action, Crime, Thriller            "
Wedrówki z dinozaurami,(2013),5.2,37        ,10170,"
    See and feel what it was like when dinosaurs ruled the Earth, in a story where an underdog dino triumphs to become a hero for the ages.","
Animation, Adventure, Family            "
Madea's Big Happy Family,(2011),4.7,45        ,7058,"
    The crazy and comical Mabel Simmons, otherwise known as Madea, tries to wrangle her fighting family together for a family dinner regarding the health of her niece Shirley.","
Comedy, Drama            "
Despite the Falling Snow,(2016),5.7,33        ,1969,"
    In Cold War Moscow, a female spy steals secrets from an idealistic politician - and falls in love with him.","
Drama, Mystery, Romance            "
Trafiony piorunem,(2012),6.3,41        ,14123,"
    A high schooler recounts the way he blackmailed his fellow classmates into contributing to his literary magazine.","
Comedy, Drama            "
Frank & Lola,(2016),5.9,56        ,4862,"
    A psychosexual noir love story, set in Las Vegas and Paris, about love, obsession, sex, betrayal, revenge and, ultimately, the search for redemption.","
Crime, Drama, Romance            "
Buffalo Boys,(2018),5.9,48        ,785,"
    Two brothers named Jamar and Suwo came back to the land of Java to avenge their father, who was a Sultan, after years of exile in America.","
Action            "
Falcon Rising,(2014),5.8,49        ,7053,"
    Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.","
Action, Adventure, Crime            "
Halston,(2019),6.3,64        ,133,"
    Prodigiously talented, Halston reigned over fashion in the 1970s and became a household name. But everything changed in the Wall Street era. With his empire under threat, Halston took the biggest gamble of his life.","
Documentary            "
Prawie święta,(2016),6.1,55        ,5259,"
    A dysfunctional family gathers together for their first Christmas since their mom died.","
Comedy, Drama            "
Niewinne,(2016),7.3,78        ,8125,"
    1945. Mathilde is a French Red Cross doctor working on a mission to help the French survivors of the German camps. While she works in Poland, she is asked for help by a nun. In her convent, several nuns got pregnant.","
Drama, History            "
Miss Violence,(2013),7.1,75        ,5957,"
    An unnerving story about a horrid family drama kept behind closed doors, and an elaborate facade where appearances can be deceiving, and nothing is as it seems.","
Drama            "
Rosie,(2018),7.0,82        ,414,"
    ROSIE tells the story of a mother trying to protect her family after their landlord sells their rented home and they become homeless.","
Drama            "
London Road,(2015),5.3,71        ,1735,"
    When five prostitutes are found dead in their community, residents of London Road in Ipswich, Suffolk come together to process the events and revitalize the community.","
Musical, Mystery, Thriller            "
All Cheerleaders Die,(2013),5.1,45        ,7574,"
    A rebel girl signs up a group of cheerleaders to help her take down the captain of their high school football team, but a supernatural turn of events thrusts the girls into a different battle.","
Comedy, Fantasy, Horror            "
Zlote wyjscie,(2017),5.8,71        ,1551,"
    An intersectional narrative of two families in Brooklyn and the unraveling of unspoken unhappiness that occurs when a young foreign girl spending time abroad upsets the balance on both sides.","
Drama            "
Niegrzeczna dziewczyna,(2010),6.4,37        ,10067,"
    It's 1987 and Danielle, the high school 'Dirty Girl', is running away. With her is chubby, gay Clarke, a bag of flour called Joan and a Walkman full of glorious '80s tunes.","
Comedy, Drama            "
Whitney,(2018),7.2,75        ,5030,"
    An in-depth look at the life and music of Whitney Houston.","
Documentary, Biography, Music            "
Glosniej od bomb,(2015),6.6,70        ,10854,"
    The fractious family of a father and his two sons confront their different feelings and memories of their deceased wife and mother, a famed war photographer.","
Drama            "
Norwegian Wood,(2010),6.4,58        ,10307,"
    Toru recalls his life in the 1960s, when his friend Kizuki killed himself and he grew close to Naoko, Kizuki's girlfriend, and another woman, the outgoing, lively Midori.","
Drama, Romance            "
Paryz 5:59,(2016),6.9,74        ,2040,"
    Theo and Hugo are two young gay men who meet one night during a gay orgy at an underground sex club in Paris, France. After building a special connection, they meet outside the club where ...                See full summary »
","
Drama, Romance            "
Komuna,(2016),6.4,60        ,5738,"
    A story about the clash between personal desires, solidarity and tolerance in a Danish commune in the 1970s.","
Drama            "
Kobieta pracujaca,(2018),6.9,79        ,145,"
    Life at work becomes unbearable for Orna. Her boss appreciates and promotes her, while making inappropriate advances. Her husband struggles to keep his new restaurant afloat, and Orna ...                See full summary »
","
Drama            "
Legendarne amerykanskie pidzama party,(2010),6.3,67        ,3536,"
    Four young people navigate the suburban wonderland of metro-Detroit looking for love and adventure on the last weekend of summer.","
Comedy, Drama, Romance            "
Filmworker,(2017),7.5,73        ,1909,"
    A documentary about how English actor Leon Vitali came to work as an assistant to American filmmaker Stanley Kubrick for over 30 years.","
Documentary, Biography            "
Inside,(2016),5.0,36        ,2581,"
    A woman in her third trimester of pregnancy is stalked by a stranger who is obsessed with her unborn child.","
Horror, Thriller            "
Inside,(2016),5.0,36        ,2581,"
    A woman in her third trimester of pregnancy is stalked by a stranger who is obsessed with her unborn child.","
Horror, Thriller            "
Duza ryba i begonia,(2016),7.1,72        ,3479,"
    A 16-year-old girl travels to the human world in the form of a dolphin and forms a connection with a human boy.","
Animation, Adventure, Drama            "
"Oslo, 31 sierpnia",(2011),7.6,84        ,17417,"
    One day in the life of Anders, a young recovering drug addict, who takes a brief leave from his treatment center to interview for a job and catch up with old friends in Oslo.","
Drama            "
Mohawk,(2017),4.5,70        ,1028,"
    Late in the War of 1812, a young Mohawk woman and her two lovers battle a squad of American soldiers hell-bent on revenge.","
Action, Drama, History            "
Atlas zbuntowany. Czesc II,(2012),5.4,26        ,6440,"
    Railroad owner Dagny Taggart and steel mogul Henry Rearden search desperately for the inventor of a revolutionary motor as the U.S. government continues to spread its control over the national economy.","
Drama, Mystery, Sci-Fi            "
Sunset Song,(2015),6.4,72        ,2968,"
    The daughter of a Scottish farmer comes of age in the early 1900s.","
Drama            "
One Piece Film: Gold,(2016),7.3,43        ,3071,"
    The Straw Hat Pirates come to Gran Tesoro, the richest ship in the world.","
Animation, Action, Adventure            "
Walc w alejkach,(2018),6.9,67        ,2786,"
    Christian begins to work as a shelf stacker at a supermarket and finds himself in a new, unknown world: the long aisles, the bustle at the checkouts, the forklifts.","
Drama            "
Zhui bu,(2017),5.2,68        ,2258,"
    Accused of heinous crimes he didn't commit, a prosecutor sets out on a mission to clear his name.","
Action, Thriller            "
Not Fade Away,(2012),6.0,65        ,4113,"
    Set in suburban New Jersey in the 1960s, a group of friends form a rock band and try to make it big.","
Drama            "
Advantageous,(2015),6.2,59        ,3918,"
    In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter Jules do all they can to hold on to their joy together, despite the instability surfacing in their world.","
Drama, Family, Sci-Fi            "
Advantageous,(2015),6.2,59        ,3918,"
    In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter Jules do all they can to hold on to their joy together, despite the instability surfacing in their world.","
Drama, Family, Sci-Fi            "
The Sunlit Night,(2019),6.8,41        ,46,"
    Set between New York City and the far north of Norway, The Sunlit Night follows American painter Frances and émigré Yasha as an unlikely pair who find each other in the Arctic circle. ...                See full summary »
","
Romance            "
Metallica Through the Never,(2013),7.2,61        ,15723,"
    Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.","
Music            "
The Long Dumb Road,(2018),6.0,64        ,1549,"
    Two guys serendipitously meet at a time when they both find themselves at personal crossroads and decide to embark on an unplanned road trip across the American Southwest.","
Comedy            "
Air,(2015),5.1,33        ,11288,"
    In the near future, breathable air is nonexistent and two engineers tasked with guarding the last hope for mankind struggle to preserve their own lives while administering to their vital task at hand.","
Drama, Sci-Fi, Thriller            "
Dziewczyna z lilia,(2013),6.5,54        ,14283,"
    Wealthy, inventive bachelor Colin endeavors to find a cure for his lover Chloe after she's diagnosed with an unusual illness caused by a flower growing in her lungs.","
Comedy, Drama, Fantasy            "
100 Streets,(2016),5.7,44        ,3394,"
    Three people, three extraordinary stories. All lived out within a hundred London streets.","
Drama            "
Cisza,(2010),7.0,72        ,5884,"
    13-year-old Sinikka vanishes on a hot summer night. Her bicycle is found in the exact place where a girl was killed 23 years ago. The dramatic present forces those involved in the original case to face their past.","
Crime, Drama, Thriller            "
The Lovers,(2013),4.5,19        ,2893,"
    An epic, sweeping and riveting tale of an impossible love set across two time periods and continents.","
Action, Adventure, Romance            "
Jamnik,(2016),5.9,66        ,8520,"
    A dachshund passes from oddball owner to oddball owner, whose radically dysfunctional lives are all impacted by the pooch.","
Comedy, Drama            "
Mohenjo Daro,(2016),5.7,39        ,9615,"
    In 2016 BC, a kind farmer leads an uprising in the city of Mohenjo Daro.","
Action, Adventure, Drama            "
Hello Again,(2017),5.1,43        ,317,"
    Ten lost souls slip in and out of one another's arms in a daisy-chained exploration of love's bittersweet embrace.","
Drama, Music, Musical            "
W nieznane,(2016),4.8,53        ,7788,"
    A U.S. astronaut prepares for a mission to Mars.","
Drama, Sci-Fi, Thriller            "
Last Rampage: The Escape of Gary Tison,(2017),5.7,50        ,1221,"
    The true story of the infamous prison break of Gary Tison and Randy Greenwalt from the Arizona State prison in Florence, AZ, in the summer of 1978.","
Crime, Drama, Mystery            "
Tramps,(2016),6.5,76        ,3557,"
    A young man and woman find love in an unlikely place while carrying out a shady deal.","
Comedy, Romance            "
W nieznane,(2016),4.8,53        ,7788,"
    A U.S. astronaut prepares for a mission to Mars.","
Drama, Sci-Fi, Thriller            "
Last Rampage: The Escape of Gary Tison,(2017),5.7,50        ,1221,"
    The true story of the infamous prison break of Gary Tison and Randy Greenwalt from the Arizona State prison in Florence, AZ, in the summer of 1978.","
Crime, Drama, Mystery            "
Tramps,(2016),6.5,76        ,3557,"
    A young man and woman find love in an unlikely place while carrying out a shady deal.","
Comedy, Romance            "
Nie jestem twoim murzynem,(2016),7.8,95        ,14240,"
    Writer James Baldwin tells the story of race in modern America with his unfinished novel, Remember This House.","
Documentary            "
"Stockholm, Pennsylvania",(2015),6.1,47        ,1791,"
    A young woman, kidnapped when she was a child, returns home to the family she barely remembers and struggles to feel at home.","
Drama, Thriller            "
Burza,(2010),5.3,43        ,7118,"
    Shakespeare's epic play is translated from page to screen, with the gender of the main character, Prospero, changed from male to female.","
Comedy, Drama, Fantasy            "
Captive,(2015),5.4,36        ,6067,"
    A single mother struggling with drug addiction is taken hostage in her own apartment by a man on the run who has broken out of jail and murdered the judge assigned to his case.","
Action, Crime, Drama            "
Gemma Bovery,(2014),6.4,58        ,5209,"
    Martin, an ex-Parisian well-heeled hipster passionate about Gustave Flaubert who settled into a Norman village as a baker, sees an English couple moving into a small farm nearby. Not only ...                See full summary »
","
Comedy, Drama, Romance            "
Nie wracaj z ksiezyca,(2017),4.5,63        ,370,"
    Fathers in a small California desert town abandon their children one by one leaving behind a wake of anger and crime as their sons and daughters come of age.","
Drama, Sci-Fi            "
Talaash,(2012),7.2,65        ,36536,"
    Inspector Surjan Shekhawat, who is dealing with a depressing past, has to investigate a high profile murder case, deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie.","
Crime, Drama, Mystery            "
Kingdom,(2019),7.2,62        ,164,"
    In ancient China, a young boy dreams of becoming the greatest general of the Qin Kingdom.","
Action, History, War            "
Czarne zloto,(2011),6.7,32        ,10663,"
    Set in the 1930s Arab states at the dawn of the oil boom, the story centers on a young Arab prince torn between allegiance to his conservative father and modern, liberal father-in-law.","
Action, Drama, History            "
Kto zabil sekretarza generalnego ONZ?,(2019),8.0,75        ,403,"
    Danish director Mads Brügger and Swedish private investigator Göran Björkdahl are trying to solve the mysterious death of Dag Hammarskjöld. As their investigation closes in, they discover a...                See full summary »
","
Documentary            "
Contracted,(2013),5.3,48        ,13510,"
    After being drugged and raped at a party, a young woman contracts what she thinks is an STD; but, it's actually something much worse.","
Drama, Horror, Thriller            "
Swiat wedlug T.S. Spiveta,(2013),7.1,53        ,15542,"
    A ten-year-old scientist secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother, escapes home, and travels across the country aboard a freight train to receive an award at the Smithsonian Institute.","
Action, Adventure, Comedy            "
Ze mna nie zginiesz,(2014),7.2,74        ,5932,"
    Algeria, 1954. Two very different men thrown together by a world in turmoil are forced to flee across the Atlas mountains. Daru, the reclusive teacher, has to escort Mohamed, a villager accused of murder.","
Drama, War, Western            "
Mai wei,(2011),7.7,30        ,9442,"
    In World War II-era Korea, rival runners, one Korean (Jang Dong-gun) and one Japanese (Joe Odagiri), go to war together against the Soviets.","
Action, Drama, War            "
Journeyman,(2017),7.1,72        ,2842,"
    Boxer Matty Burton suffers a serious head injury during a fight. This is the story about the impact on his marriage, his life, and his family.","
Drama, Sport            "
Les garçons sauvages,(2017),6.9,64        ,1533,"
    At the beginning of the 20th century on the island of La Réunion, five adolescents of good family, enamored with the occult, commit a savage crime. A Dutch Captain takes them in charge for ...                See full summary »
","
Adventure, Drama, Fantasy            "
Misiek w Nowym Jorku,(2016),3.4,21        ,8043,"
    When a real estate development invades his Arctic home, Norm and his three lemming friends head to New York City, where Norm becomes the mascot of the corporation in an attempt to bring it down from the inside and protect his homeland.","
Animation, Adventure, Comedy            "
"Droga do wyzwolenia: Scjentologia, Hollywood i pulapki wiary",(2015),8.0,80        ,34672,"
    A documentary looking at the inner-workings of the Church of Scientology.","
Documentary            "
Wilson,(2017),5.8,49        ,9090,"
    A lonely, neurotic, and hilariously honest middle-aged man reunites with his estranged wife, and meets his teenage daughter for the first time.","
Comedy, Drama            "
Egzamin,(2016),7.3,84        ,10549,"
    A film about compromises and the implications of the parent's role.","
Crime, Drama            "
Mama,(2015),6.4,31        ,3378,"
    In the aftermath of a tragedy a woman, Magda, reacts with a surge of newfound life that engulfs her circle of family and friends.","
Drama            "
Nocny pociag do Lizbony,(2013),6.8,30        ,16844,"
    Swiss Professor Raimund Gregorius (Jeremy Irons) abandons his lectures and buttoned-down life to embark on a thrilling adventure that will take him on a journey to the very heart of himself.","
Mystery, Romance, Thriller            "
Nancy,(2018),6.2,67        ,1909,"
    Nancy becomes increasingly convinced she was kidnapped as a child. When she meets a couple whose daughter went missing thirty years ago, reasonable doubts give way to willful belief.","
Drama, Mystery            "
Wygrac milosc,(2010),5.9,51        ,12597,"
    A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.","
Comedy, Romance, Sport            "
Taniec rzeczywistosci,(2013),7.5,76        ,6816,"
    In a Chilean little town, the son of an uprooted couple, formed by a rigorous communist father and a loving but weak mother, tries to pave his own path in a society that does not understand their Jewish-Ukrainian origins.","
Biography, Drama, Fantasy            "
1985,(2018),6.9,71        ,1100,"
    A closeted young man goes home for the holidays and struggles to reveal his dire circumstances to his conservative family.","
Drama            "
Outlaws,(2017),5.4,24        ,490,"
    1% is set within the primal underworld of outlaw motorcycle club gangs. It follows the heir to the throne of a motorcycle club who has to betray his president to save his brother's life.","
Crime            "
Nancy,(2018),6.2,67        ,1909,"
    Nancy becomes increasingly convinced she was kidnapped as a child. When she meets a couple whose daughter went missing thirty years ago, reasonable doubts give way to willful belief.","
Drama, Mystery            "
Wygrac milosc,(2010),5.9,51        ,12597,"
    A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.","
Comedy, Romance, Sport            "
Taniec rzeczywistosci,(2013),7.5,76        ,6816,"
    In a Chilean little town, the son of an uprooted couple, formed by a rigorous communist father and a loving but weak mother, tries to pave his own path in a society that does not understand their Jewish-Ukrainian origins.","
Biography, Drama, Fantasy            "
1985,(2018),6.9,71        ,1100,"
    A closeted young man goes home for the holidays and struggles to reveal his dire circumstances to his conservative family.","
Drama            "
